geo_accession,split,species
GSM4698733,TRAIN,MOUSE
GSM4700028,TRAIN,MOUSE
GSM4704850,TRAIN,MOUSE
GSM4705019,TRAIN,MOUSE
GSM4706025,TRAIN,MOUSE
GSM4706027,TRAIN,MOUSE
GSM4708431,TRAIN,MOUSE
GSM4708685,TRAIN,MOUSE
GSM4708796,TRAIN,MOUSE
GSM4708901,TRAIN,MOUSE
GSM4708928,TRAIN,MOUSE
GSM4709471,TRAIN,MOUSE
GSM4709857,TRAIN,MOUSE
GSM4710389,TRAIN,MOUSE
GSM4711080,TRAIN,MOUSE
GSM4711403,TRAIN,MOUSE
GSM4711408,TRAIN,MOUSE
GSM4712028,TRAIN,MOUSE
GSM4712073,TRAIN,MOUSE
GSM4712270,TRAIN,MOUSE
GSM4712333,TRAIN,MOUSE
GSM4712358,TRAIN,MOUSE
GSM4715418,TRAIN,MOUSE
GSM4721918,TRAIN,MOUSE
GSM4721946,TRAIN,MOUSE
GSM4724971,TRAIN,MOUSE
GSM4726644,TRAIN,MOUSE
GSM4726675,TRAIN,MOUSE
GSM4727182,TRAIN,MOUSE
GSM4727321,TRAIN,MOUSE
GSM4728491,TRAIN,MOUSE
GSM4729055,TRAIN,MOUSE
GSM4729628,TRAIN,MOUSE
GSM4730011,TRAIN,MOUSE
GSM4730241,TRAIN,MOUSE
GSM4732713,TRAIN,MOUSE
GSM4732826,TRAIN,MOUSE
GSM4732831,TRAIN,MOUSE
GSM4733210,TRAIN,MOUSE
GSM4733226,TRAIN,MOUSE
GSM4735385,TRAIN,MOUSE
GSM4742249,TRAIN,MOUSE
GSM4742259,TRAIN,MOUSE
GSM4743627,TRAIN,MOUSE
GSM4743729,TRAIN,MOUSE
GSM4744724,TRAIN,MOUSE
GSM4744733,TRAIN,MOUSE
GSM4745005,TRAIN,MOUSE
GSM4746299,TRAIN,MOUSE
GSM4746371,TRAIN,MOUSE
GSM4748693,TRAIN,MOUSE
GSM4750352,TRAIN,MOUSE
GSM4751010,TRAIN,MOUSE
GSM4751593,TRAIN,MOUSE
GSM4751763,TRAIN,MOUSE
GSM4752745,TRAIN,MOUSE
GSM4752959,TRAIN,MOUSE
GSM4753508,TRAIN,MOUSE
GSM4754943,TRAIN,MOUSE
GSM4758837,TRAIN,MOUSE
GSM4758848,TRAIN,MOUSE
GSM4759008,TRAIN,MOUSE
GSM4759036,TRAIN,MOUSE
GSM4759155,TRAIN,MOUSE
GSM4759158,TRAIN,MOUSE
GSM4759569,TRAIN,MOUSE
GSM4761279,TRAIN,MOUSE
GSM4761281,TRAIN,MOUSE
GSM4761282,TRAIN,MOUSE
GSM4762289,TRAIN,MOUSE
GSM4762432,TRAIN,MOUSE
GSM4762489,TRAIN,MOUSE
GSM4762511,TRAIN,MOUSE
GSM4763537,TRAIN,MOUSE
GSM4763554,TRAIN,MOUSE
GSM4763565,TRAIN,MOUSE
GSM4763571,TRAIN,MOUSE
GSM4763581,TRAIN,MOUSE
GSM4763596,TRAIN,MOUSE
GSM4763625,TRAIN,MOUSE
GSM4764065,TRAIN,MOUSE
GSM4764805,TRAIN,MOUSE
GSM4765049,TRAIN,MOUSE
GSM4765051,TRAIN,MOUSE
GSM4766192,TRAIN,MOUSE
GSM4766559,TRAIN,MOUSE
GSM4766560,TRAIN,MOUSE
GSM4766569,TRAIN,MOUSE
GSM4766571,TRAIN,MOUSE
GSM4766830,TRAIN,MOUSE
GSM4769321,TRAIN,MOUSE
GSM4770505,TRAIN,MOUSE
GSM4770512,TRAIN,MOUSE
GSM4770516,TRAIN,MOUSE
GSM4770545,TRAIN,MOUSE
GSM4770566,TRAIN,MOUSE
GSM4770585,TRAIN,MOUSE
GSM4770619,TRAIN,MOUSE
GSM4770697,TRAIN,MOUSE
GSM4770729,TRAIN,MOUSE
GSM4770739,TRAIN,MOUSE
GSM4770764,TRAIN,MOUSE
GSM4771323,TRAIN,MOUSE
GSM4771344,TRAIN,MOUSE
GSM4771392,TRAIN,MOUSE
GSM4771414,TRAIN,MOUSE
GSM4771738,TRAIN,MOUSE
GSM4772014,TRAIN,MOUSE
GSM4773131,TRAIN,MOUSE
GSM4773179,TRAIN,MOUSE
GSM4773711,TRAIN,MOUSE
GSM4773742,TRAIN,MOUSE
GSM4773772,TRAIN,MOUSE
GSM4773774,TRAIN,MOUSE
GSM4773780,TRAIN,MOUSE
GSM4774576,TRAIN,MOUSE
GSM4774697,TRAIN,MOUSE
GSM4774925,TRAIN,MOUSE
GSM4775193,TRAIN,MOUSE
GSM4775769,TRAIN,MOUSE
GSM4777763,TRAIN,MOUSE
GSM4777852,TRAIN,MOUSE
GSM4777873,TRAIN,MOUSE
GSM4785344,TRAIN,MOUSE
GSM4785457,TRAIN,MOUSE
GSM4790040,TRAIN,MOUSE
GSM4790065,TRAIN,MOUSE
GSM4790532,TRAIN,MOUSE
GSM4792117,TRAIN,MOUSE
GSM4792124,TRAIN,MOUSE
GSM4794481,TRAIN,MOUSE
GSM4794520,TRAIN,MOUSE
GSM4794964,TRAIN,MOUSE
GSM4795015,TRAIN,MOUSE
GSM4795092,TRAIN,MOUSE
GSM4795594,TRAIN,MOUSE
GSM4796520,TRAIN,MOUSE
GSM4798068,TRAIN,MOUSE
GSM4798456,TRAIN,MOUSE
GSM4798472,TRAIN,MOUSE
GSM4798619,TRAIN,MOUSE
GSM4798929,TRAIN,MOUSE
GSM4801400,TRAIN,MOUSE
GSM4801606,TRAIN,MOUSE
GSM4803418,TRAIN,MOUSE
GSM4803893,TRAIN,MOUSE
GSM4804236,TRAIN,MOUSE
GSM4804952,TRAIN,MOUSE
GSM4805165,TRAIN,MOUSE
GSM4808301,TRAIN,MOUSE
GSM4808303,TRAIN,MOUSE
GSM4808312,TRAIN,MOUSE
GSM4808703,TRAIN,MOUSE
GSM4808731,TRAIN,MOUSE
GSM4808749,TRAIN,MOUSE
GSM4809173,TRAIN,MOUSE
GSM4809409,TRAIN,MOUSE
GSM4810322,TRAIN,MOUSE
GSM4810417,TRAIN,MOUSE
GSM4811112,TRAIN,MOUSE
GSM4811666,TRAIN,MOUSE
GSM4811675,TRAIN,MOUSE
GSM4811704,TRAIN,MOUSE
GSM4811907,TRAIN,MOUSE
GSM4811946,TRAIN,MOUSE
GSM4817347,TRAIN,MOUSE
GSM4817365,TRAIN,MOUSE
GSM4817370,TRAIN,MOUSE
GSM4819973,TRAIN,MOUSE
GSM4820146,TRAIN,MOUSE
GSM4820168,TRAIN,MOUSE
GSM4821454,TRAIN,MOUSE
GSM4823242,TRAIN,MOUSE
GSM4823547,TRAIN,MOUSE
GSM4824321,TRAIN,MOUSE
GSM4824774,TRAIN,MOUSE
GSM4824849,TRAIN,MOUSE
GSM4826256,TRAIN,MOUSE
GSM4826984,TRAIN,MOUSE
GSM4827228,TRAIN,MOUSE
GSM4827242,TRAIN,MOUSE
GSM4827320,TRAIN,MOUSE
GSM4827395,TRAIN,MOUSE
GSM4829537,TRAIN,MOUSE
GSM4829656,TRAIN,MOUSE
GSM4829726,TRAIN,MOUSE
GSM4831374,TRAIN,MOUSE
GSM4831983,TRAIN,MOUSE
GSM4832566,TRAIN,MOUSE
GSM4837100,TRAIN,MOUSE
GSM4837162,TRAIN,MOUSE
GSM4838878,TRAIN,MOUSE
GSM4838891,TRAIN,MOUSE
GSM4844221,TRAIN,MOUSE
GSM4844986,TRAIN,MOUSE
GSM4845232,TRAIN,MOUSE
GSM4845270,TRAIN,MOUSE
GSM4848622,TRAIN,MOUSE
GSM4849733,TRAIN,MOUSE
GSM4850207,TRAIN,MOUSE
GSM4850927,TRAIN,MOUSE
GSM4852218,TRAIN,MOUSE
GSM4852238,TRAIN,MOUSE
GSM4852265,TRAIN,MOUSE
GSM4852345,TRAIN,MOUSE
GSM4852470,TRAIN,MOUSE
GSM4852482,TRAIN,MOUSE
GSM4859403,TRAIN,MOUSE
GSM4861442,TRAIN,MOUSE
GSM4869230,TRAIN,MOUSE
GSM4869487,TRAIN,MOUSE
GSM4869498,TRAIN,MOUSE
GSM4869699,TRAIN,MOUSE
GSM4869721,TRAIN,MOUSE
GSM4870389,TRAIN,MOUSE
GSM4870863,TRAIN,MOUSE
GSM4870991,TRAIN,MOUSE
GSM4872461,TRAIN,MOUSE
GSM4872476,TRAIN,MOUSE
GSM4873439,TRAIN,MOUSE
GSM4873459,TRAIN,MOUSE
GSM4873608,TRAIN,MOUSE
GSM4873618,TRAIN,MOUSE
GSM4873798,TRAIN,MOUSE
GSM4873930,TRAIN,MOUSE
GSM4875590,TRAIN,MOUSE
GSM4875606,TRAIN,MOUSE
GSM4875862,TRAIN,MOUSE
GSM4876426,TRAIN,MOUSE
GSM4876434,TRAIN,MOUSE
GSM4876437,TRAIN,MOUSE
GSM4876711,TRAIN,MOUSE
GSM4877041,TRAIN,MOUSE
GSM4877051,TRAIN,MOUSE
GSM4878867,TRAIN,MOUSE
GSM4878879,TRAIN,MOUSE
GSM4879479,TRAIN,MOUSE
GSM4879987,TRAIN,MOUSE
GSM4880158,TRAIN,MOUSE
GSM4880329,TRAIN,MOUSE
GSM4880456,TRAIN,MOUSE
GSM4880466,TRAIN,MOUSE
GSM4885472,TRAIN,MOUSE
GSM4886492,TRAIN,MOUSE
GSM4888646,TRAIN,MOUSE
GSM4889002,TRAIN,MOUSE
GSM4889030,TRAIN,MOUSE
GSM4889097,TRAIN,MOUSE
GSM4889267,TRAIN,MOUSE
GSM4889278,TRAIN,MOUSE
GSM4889282,TRAIN,MOUSE
GSM4889347,TRAIN,MOUSE
GSM4889686,TRAIN,MOUSE
GSM4889927,TRAIN,MOUSE
GSM4891210,TRAIN,MOUSE
GSM4891597,TRAIN,MOUSE
GSM4891999,TRAIN,MOUSE
GSM4904288,TRAIN,MOUSE
GSM4904333,TRAIN,MOUSE
GSM4904706,TRAIN,MOUSE
GSM4905278,TRAIN,MOUSE
GSM4906387,TRAIN,MOUSE
GSM4906683,TRAIN,MOUSE
GSM4907524,TRAIN,MOUSE
GSM4909071,TRAIN,MOUSE
GSM4909176,TRAIN,MOUSE
GSM4911895,TRAIN,MOUSE
GSM4911952,TRAIN,MOUSE
GSM4912305,TRAIN,MOUSE
GSM4912814,TRAIN,MOUSE
GSM4913352,TRAIN,MOUSE
GSM4913427,TRAIN,MOUSE
GSM4913452,TRAIN,MOUSE
GSM4914627,TRAIN,MOUSE
GSM4915249,TRAIN,MOUSE
GSM4915381,TRAIN,MOUSE
GSM4915708,TRAIN,MOUSE
GSM4928800,TRAIN,MOUSE
GSM4928907,TRAIN,MOUSE
GSM4929603,TRAIN,MOUSE
GSM4929615,TRAIN,MOUSE
GSM4929906,TRAIN,MOUSE
GSM4929925,TRAIN,MOUSE
GSM4929966,TRAIN,MOUSE
GSM4932652,TRAIN,MOUSE
GSM4933184,TRAIN,MOUSE
GSM4933261,TRAIN,MOUSE
GSM4933382,TRAIN,MOUSE
GSM4943517,TRAIN,MOUSE
GSM4943530,TRAIN,MOUSE
GSM4943628,TRAIN,MOUSE
GSM4943635,TRAIN,MOUSE
GSM4944275,TRAIN,MOUSE
GSM4946697,TRAIN,MOUSE
GSM4946703,TRAIN,MOUSE
GSM4947346,TRAIN,MOUSE
GSM4949416,TRAIN,MOUSE
GSM4949437,TRAIN,MOUSE
GSM4949454,TRAIN,MOUSE
GSM4950123,TRAIN,MOUSE
GSM4950212,TRAIN,MOUSE
GSM4950290,TRAIN,MOUSE
GSM4951532,TRAIN,MOUSE
GSM4951551,TRAIN,MOUSE
GSM4952369,TRAIN,MOUSE
GSM4952417,TRAIN,MOUSE
GSM4952443,TRAIN,MOUSE
GSM4954368,TRAIN,MOUSE
GSM4954963,TRAIN,MOUSE
GSM4955045,TRAIN,MOUSE
GSM4955483,TRAIN,MOUSE
GSM4955486,TRAIN,MOUSE
GSM4956390,TRAIN,MOUSE
GSM4956640,TRAIN,MOUSE
GSM4959691,TRAIN,MOUSE
GSM4959706,TRAIN,MOUSE
GSM4959844,TRAIN,MOUSE
GSM4962243,TRAIN,MOUSE
GSM4962393,TRAIN,MOUSE
GSM4962427,TRAIN,MOUSE
GSM4963006,TRAIN,MOUSE
GSM4964496,TRAIN,MOUSE
GSM4964725,TRAIN,MOUSE
GSM4965090,TRAIN,MOUSE
GSM4965117,TRAIN,MOUSE
GSM4966474,TRAIN,MOUSE
GSM4966634,TRAIN,MOUSE
GSM4966664,TRAIN,MOUSE
GSM4966728,TRAIN,MOUSE
GSM4966790,TRAIN,MOUSE
GSM4966816,TRAIN,MOUSE
GSM4966979,TRAIN,MOUSE
GSM4967025,TRAIN,MOUSE
GSM4967183,TRAIN,MOUSE
GSM4967349,TRAIN,MOUSE
GSM4967572,TRAIN,MOUSE
GSM4967746,TRAIN,MOUSE
GSM4968105,TRAIN,MOUSE
GSM4968118,TRAIN,MOUSE
GSM4968332,TRAIN,MOUSE
GSM4968364,TRAIN,MOUSE
GSM4969099,TRAIN,MOUSE
GSM4969102,TRAIN,MOUSE
GSM4969113,TRAIN,MOUSE
GSM4969749,TRAIN,MOUSE
GSM4971399,TRAIN,MOUSE
GSM4971773,TRAIN,MOUSE
GSM4972516,TRAIN,MOUSE
GSM4974170,TRAIN,MOUSE
GSM4974484,TRAIN,MOUSE
GSM4974554,TRAIN,MOUSE
GSM4974556,TRAIN,MOUSE
GSM4976182,TRAIN,MOUSE
GSM4976184,TRAIN,MOUSE
GSM4976208,TRAIN,MOUSE
GSM4976371,TRAIN,MOUSE
GSM4976770,TRAIN,MOUSE
GSM4977156,TRAIN,MOUSE
GSM4977319,TRAIN,MOUSE
GSM4977902,TRAIN,MOUSE
GSM4977910,TRAIN,MOUSE
GSM4978592,TRAIN,MOUSE
GSM4980192,TRAIN,MOUSE
GSM4981604,TRAIN,MOUSE
GSM4981703,TRAIN,MOUSE
GSM4981828,TRAIN,MOUSE
GSM4981836,TRAIN,MOUSE
GSM4981883,TRAIN,MOUSE
GSM4983284,TRAIN,MOUSE
GSM4983294,TRAIN,MOUSE
GSM4983359,TRAIN,MOUSE
GSM4983706,TRAIN,MOUSE
GSM4983876,TRAIN,MOUSE
GSM4983979,TRAIN,MOUSE
GSM4984327,TRAIN,MOUSE
GSM4984331,TRAIN,MOUSE
GSM4984692,TRAIN,MOUSE
GSM4985205,TRAIN,MOUSE
GSM4986711,TRAIN,MOUSE
GSM4987522,TRAIN,MOUSE
GSM4987554,TRAIN,MOUSE
GSM4987945,TRAIN,MOUSE
GSM4988486,TRAIN,MOUSE
GSM4988871,TRAIN,MOUSE
GSM4989333,TRAIN,MOUSE
GSM4990999,TRAIN,MOUSE
GSM4991050,TRAIN,MOUSE
GSM4994934,TRAIN,MOUSE
GSM4994942,TRAIN,MOUSE
GSM4996015,TRAIN,MOUSE
GSM4996612,TRAIN,MOUSE
GSM4996620,TRAIN,MOUSE
GSM4996777,TRAIN,MOUSE
GSM4996798,TRAIN,MOUSE
GSM4996844,TRAIN,MOUSE
GSM4996869,TRAIN,MOUSE
GSM4996896,TRAIN,MOUSE
GSM5001871,TRAIN,MOUSE
GSM5001873,TRAIN,MOUSE
GSM5004263,TRAIN,MOUSE
GSM5005404,TRAIN,MOUSE
GSM5005723,TRAIN,MOUSE
GSM5005911,TRAIN,MOUSE
GSM5005918,TRAIN,MOUSE
GSM5008051,TRAIN,MOUSE
GSM5008235,TRAIN,MOUSE
GSM5008642,TRAIN,MOUSE
GSM5009412,TRAIN,MOUSE
GSM5009414,TRAIN,MOUSE
GSM5011272,TRAIN,MOUSE
GSM5011339,TRAIN,MOUSE
GSM5013297,TRAIN,MOUSE
GSM5013538,TRAIN,MOUSE
GSM5013561,TRAIN,MOUSE
GSM5013615,TRAIN,MOUSE
GSM5014910,TRAIN,MOUSE
GSM5014918,TRAIN,MOUSE
GSM5014958,TRAIN,MOUSE
GSM5014978,TRAIN,MOUSE
GSM5016618,TRAIN,MOUSE
GSM5016688,TRAIN,MOUSE
GSM5016703,TRAIN,MOUSE
GSM5017312,TRAIN,MOUSE
GSM5017679,TRAIN,MOUSE
GSM5017723,TRAIN,MOUSE
GSM5018048,TRAIN,MOUSE
GSM5018216,TRAIN,MOUSE
GSM5019741,TRAIN,MOUSE
GSM5023526,TRAIN,MOUSE
GSM5023529,TRAIN,MOUSE
GSM5024720,TRAIN,MOUSE
GSM5024744,TRAIN,MOUSE
GSM5026194,TRAIN,MOUSE
GSM5026446,TRAIN,MOUSE
GSM5026707,TRAIN,MOUSE
GSM5026833,TRAIN,MOUSE
GSM5026929,TRAIN,MOUSE
GSM5026933,TRAIN,MOUSE
GSM5026984,TRAIN,MOUSE
GSM5027492,TRAIN,MOUSE
GSM5028085,TRAIN,MOUSE
GSM5028098,TRAIN,MOUSE
GSM5028158,TRAIN,MOUSE
GSM5028234,TRAIN,MOUSE
GSM5028571,TRAIN,MOUSE
GSM5028610,TRAIN,MOUSE
GSM5028648,TRAIN,MOUSE
GSM5028821,TRAIN,MOUSE
GSM5029277,TRAIN,MOUSE
GSM5029303,TRAIN,MOUSE
GSM5029562,TRAIN,MOUSE
GSM5029605,TRAIN,MOUSE
GSM5029653,TRAIN,MOUSE
GSM5029934,TRAIN,MOUSE
GSM5032119,TRAIN,MOUSE
GSM5032433,TRAIN,MOUSE
GSM5032955,TRAIN,MOUSE
GSM5032965,TRAIN,MOUSE
GSM5034121,TRAIN,MOUSE
GSM5034274,TRAIN,MOUSE
GSM5034709,TRAIN,MOUSE
GSM5034735,TRAIN,MOUSE
GSM5044411,TRAIN,MOUSE
GSM5046419,TRAIN,MOUSE
GSM5047803,TRAIN,MOUSE
GSM5048306,TRAIN,MOUSE
GSM5048657,TRAIN,MOUSE
GSM5049382,TRAIN,MOUSE
GSM5049579,TRAIN,MOUSE
GSM5049590,TRAIN,MOUSE
GSM5050389,TRAIN,MOUSE
GSM5050508,TRAIN,MOUSE
GSM5051658,TRAIN,MOUSE
GSM5051853,TRAIN,MOUSE
GSM5057313,TRAIN,MOUSE
GSM5057353,TRAIN,MOUSE
GSM5059862,TRAIN,MOUSE
GSM5059864,TRAIN,MOUSE
GSM5060753,TRAIN,MOUSE
GSM5061565,TRAIN,MOUSE
GSM5061609,TRAIN,MOUSE
GSM5061718,TRAIN,MOUSE
GSM5061735,TRAIN,MOUSE
GSM5061826,TRAIN,MOUSE
GSM5062038,TRAIN,MOUSE
GSM5062231,TRAIN,MOUSE
GSM5062232,TRAIN,MOUSE
GSM5065138,TRAIN,MOUSE
GSM5065806,TRAIN,MOUSE
GSM5065915,TRAIN,MOUSE
GSM5067085,TRAIN,MOUSE
GSM5068460,TRAIN,MOUSE
GSM5068463,TRAIN,MOUSE
GSM5068476,TRAIN,MOUSE
GSM5069200,TRAIN,MOUSE
GSM5069255,TRAIN,MOUSE
GSM5069691,TRAIN,MOUSE
GSM5069698,TRAIN,MOUSE
GSM5070571,TRAIN,MOUSE
GSM5071016,TRAIN,MOUSE
GSM5071697,TRAIN,MOUSE
GSM5073030,TRAIN,MOUSE
GSM5073642,TRAIN,MOUSE
GSM5076658,TRAIN,MOUSE
GSM5077074,TRAIN,MOUSE
GSM5077099,TRAIN,MOUSE
GSM5077207,TRAIN,MOUSE
GSM5077220,TRAIN,MOUSE
GSM5077251,TRAIN,MOUSE
GSM5077263,TRAIN,MOUSE
GSM5077269,TRAIN,MOUSE
GSM5077450,TRAIN,MOUSE
GSM5077668,TRAIN,MOUSE
GSM5077699,TRAIN,MOUSE
GSM5078578,TRAIN,MOUSE
GSM5078843,TRAIN,MOUSE
GSM5082271,TRAIN,MOUSE
GSM5082369,TRAIN,MOUSE
GSM5085903,TRAIN,MOUSE
GSM5086768,TRAIN,MOUSE
GSM5089651,TRAIN,MOUSE
GSM5090038,TRAIN,MOUSE
GSM5090409,TRAIN,MOUSE
GSM5091312,TRAIN,MOUSE
GSM5092471,TRAIN,MOUSE
GSM5093490,TRAIN,MOUSE
GSM5093869,TRAIN,MOUSE
GSM5098808,TRAIN,MOUSE
GSM5098825,TRAIN,MOUSE
GSM5098867,TRAIN,MOUSE
GSM5099521,TRAIN,MOUSE
GSM5100112,TRAIN,MOUSE
GSM5100744,TRAIN,MOUSE
GSM5100849,TRAIN,MOUSE
GSM5100977,TRAIN,MOUSE
GSM5100978,TRAIN,MOUSE
GSM5101181,TRAIN,MOUSE
GSM5101706,TRAIN,MOUSE
GSM5101887,TRAIN,MOUSE
GSM5102851,TRAIN,MOUSE
GSM5106223,TRAIN,MOUSE
GSM5106231,TRAIN,MOUSE
GSM5106287,TRAIN,MOUSE
GSM5106295,TRAIN,MOUSE
GSM5106361,TRAIN,MOUSE
GSM5107655,TRAIN,MOUSE
GSM5111756,TRAIN,MOUSE
GSM5111812,TRAIN,MOUSE
GSM5111916,TRAIN,MOUSE
GSM5111930,TRAIN,MOUSE
GSM5112108,TRAIN,MOUSE
GSM5112130,TRAIN,MOUSE
GSM5112140,TRAIN,MOUSE
GSM5112233,TRAIN,MOUSE
GSM5114146,TRAIN,MOUSE
GSM5115981,TRAIN,MOUSE
GSM5116232,TRAIN,MOUSE
GSM5121192,TRAIN,MOUSE
GSM5124208,TRAIN,MOUSE
GSM5124222,TRAIN,MOUSE
GSM5124228,TRAIN,MOUSE
GSM5127779,TRAIN,MOUSE
GSM5127933,TRAIN,MOUSE
GSM5129530,TRAIN,MOUSE
GSM5129548,TRAIN,MOUSE
GSM5129606,TRAIN,MOUSE
GSM5129618,TRAIN,MOUSE
GSM5129744,TRAIN,MOUSE
GSM5129747,TRAIN,MOUSE
GSM5129826,TRAIN,MOUSE
GSM5133361,TRAIN,MOUSE
GSM5133645,TRAIN,MOUSE
GSM5133663,TRAIN,MOUSE
GSM5133957,TRAIN,MOUSE
GSM5133998,TRAIN,MOUSE
GSM5134070,TRAIN,MOUSE
GSM5134511,TRAIN,MOUSE
GSM5135126,TRAIN,MOUSE
GSM5135364,TRAIN,MOUSE
GSM5135382,TRAIN,MOUSE
GSM5136780,TRAIN,MOUSE
GSM5137338,TRAIN,MOUSE
GSM5137349,TRAIN,MOUSE
GSM5139766,TRAIN,MOUSE
GSM5139777,TRAIN,MOUSE
GSM5139806,TRAIN,MOUSE
GSM5139824,TRAIN,MOUSE
GSM5140490,TRAIN,MOUSE
GSM5140519,TRAIN,MOUSE
GSM5141270,TRAIN,MOUSE
GSM5145780,TRAIN,MOUSE
GSM5145785,TRAIN,MOUSE
GSM5146046,TRAIN,MOUSE
GSM5149502,TRAIN,MOUSE
GSM5150340,TRAIN,MOUSE
GSM5150343,TRAIN,MOUSE
GSM5150619,TRAIN,MOUSE
GSM5151817,TRAIN,MOUSE
GSM5151886,TRAIN,MOUSE
GSM5159920,TRAIN,MOUSE
GSM5165238,TRAIN,MOUSE
GSM5165252,TRAIN,MOUSE
GSM5170806,TRAIN,MOUSE
GSM5171301,TRAIN,MOUSE
GSM5171371,TRAIN,MOUSE
GSM5172189,TRAIN,MOUSE
GSM5173134,TRAIN,MOUSE
GSM5173876,TRAIN,MOUSE
GSM5174166,TRAIN,MOUSE
GSM5174195,TRAIN,MOUSE
GSM5174457,TRAIN,MOUSE
GSM5175877,TRAIN,MOUSE
GSM5182779,TRAIN,MOUSE
GSM5184157,TRAIN,MOUSE
GSM5188300,TRAIN,MOUSE
GSM5191628,TRAIN,MOUSE
GSM5191728,TRAIN,MOUSE
GSM5194468,TRAIN,MOUSE
GSM5194616,TRAIN,MOUSE
GSM5195449,TRAIN,MOUSE
GSM5195678,TRAIN,MOUSE
GSM5195694,TRAIN,MOUSE
GSM5195758,TRAIN,MOUSE
GSM5196871,TRAIN,MOUSE
GSM5198094,TRAIN,MOUSE
GSM5198095,TRAIN,MOUSE
GSM5198117,TRAIN,MOUSE
GSM5202013,TRAIN,MOUSE
GSM5203280,TRAIN,MOUSE
GSM5207100,TRAIN,MOUSE
GSM5207675,TRAIN,MOUSE
GSM5207781,TRAIN,MOUSE
GSM5207867,TRAIN,MOUSE
GSM5209075,TRAIN,MOUSE
GSM5210115,TRAIN,MOUSE
GSM5210120,TRAIN,MOUSE
GSM5210375,TRAIN,MOUSE
GSM5210485,TRAIN,MOUSE
GSM5211400,TRAIN,MOUSE
GSM5211407,TRAIN,MOUSE
GSM5212137,TRAIN,MOUSE
GSM5212262,TRAIN,MOUSE
GSM5212278,TRAIN,MOUSE
GSM5212875,TRAIN,MOUSE
GSM5212944,TRAIN,MOUSE
GSM5212997,TRAIN,MOUSE
GSM5213260,TRAIN,MOUSE
GSM5213270,TRAIN,MOUSE
GSM5213557,TRAIN,MOUSE
GSM5215322,TRAIN,MOUSE
GSM5215324,TRAIN,MOUSE
GSM5216455,TRAIN,MOUSE
GSM5217701,TRAIN,MOUSE
GSM5217711,TRAIN,MOUSE
GSM5219181,TRAIN,MOUSE
GSM5219223,TRAIN,MOUSE
GSM5219242,TRAIN,MOUSE
GSM5220524,TRAIN,MOUSE
GSM5220571,TRAIN,MOUSE
GSM5220717,TRAIN,MOUSE
GSM5220718,TRAIN,MOUSE
GSM5220745,TRAIN,MOUSE
GSM5220864,TRAIN,MOUSE
GSM5221149,TRAIN,MOUSE
GSM5221151,TRAIN,MOUSE
GSM5221596,TRAIN,MOUSE
GSM5221605,TRAIN,MOUSE
GSM5221657,TRAIN,MOUSE
GSM5221682,TRAIN,MOUSE
GSM5222967,TRAIN,MOUSE
GSM5223016,TRAIN,MOUSE
GSM5225482,TRAIN,MOUSE
GSM5225714,TRAIN,MOUSE
GSM5226853,TRAIN,MOUSE
GSM5227255,TRAIN,MOUSE
GSM5227604,TRAIN,MOUSE
GSM5227605,TRAIN,MOUSE
GSM5227933,TRAIN,MOUSE
GSM5228020,TRAIN,MOUSE
GSM5228037,TRAIN,MOUSE
GSM5228085,TRAIN,MOUSE
GSM5228102,TRAIN,MOUSE
GSM5228246,TRAIN,MOUSE
GSM5228256,TRAIN,MOUSE
GSM5228273,TRAIN,MOUSE
GSM5228308,TRAIN,MOUSE
GSM5228365,TRAIN,MOUSE
GSM5228474,TRAIN,MOUSE
GSM5228494,TRAIN,MOUSE
GSM5228678,TRAIN,MOUSE
GSM5228704,TRAIN,MOUSE
GSM5228777,TRAIN,MOUSE
GSM5228781,TRAIN,MOUSE
GSM5229361,TRAIN,MOUSE
GSM5230728,TRAIN,MOUSE
GSM5231163,TRAIN,MOUSE
GSM5231587,TRAIN,MOUSE
GSM5235588,TRAIN,MOUSE
GSM5235855,TRAIN,MOUSE
GSM5237249,TRAIN,MOUSE
GSM5237390,TRAIN,MOUSE
GSM5237538,TRAIN,MOUSE
GSM5237559,TRAIN,MOUSE
GSM5237563,TRAIN,MOUSE
GSM5239217,TRAIN,MOUSE
GSM5239934,TRAIN,MOUSE
GSM5240106,TRAIN,MOUSE
GSM5240506,TRAIN,MOUSE
GSM5241470,TRAIN,MOUSE
GSM5241557,TRAIN,MOUSE
GSM5241565,TRAIN,MOUSE
GSM5241814,TRAIN,MOUSE
GSM5241876,TRAIN,MOUSE
GSM5243936,TRAIN,MOUSE
GSM5244260,TRAIN,MOUSE
GSM5251690,TRAIN,MOUSE
GSM5252029,TRAIN,MOUSE
GSM5254143,TRAIN,MOUSE
GSM5255943,TRAIN,MOUSE
GSM5257902,TRAIN,MOUSE
GSM5259855,TRAIN,MOUSE
GSM5259857,TRAIN,MOUSE
GSM5259874,TRAIN,MOUSE
GSM5259895,TRAIN,MOUSE
GSM5259906,TRAIN,MOUSE
GSM5259976,TRAIN,MOUSE
GSM5260074,TRAIN,MOUSE
GSM5264425,TRAIN,MOUSE
GSM5264565,TRAIN,MOUSE
GSM5266578,TRAIN,MOUSE
GSM5267724,TRAIN,MOUSE
GSM5267886,TRAIN,MOUSE
GSM5267982,TRAIN,MOUSE
GSM5267996,TRAIN,MOUSE
GSM5268137,TRAIN,MOUSE
GSM5268445,TRAIN,MOUSE
